Num Threads    Batch Size     Epochs         Patience       Undirected     Bidirectional  GNN            # Layers       seed           F1 Val         ROC Val        F1 Test        ROC Test       ts            
2              2              1000           20             0              0              SAGE           2              42             0.769          0.801          0.884          0.915          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              18             0.756          0.797          0.840          0.852          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              68             0.776          0.783          0.841          0.923          Oct30-07:42:38
2              2              1000           20             0              0              SAGE           2              81             0.753          0.810          0.767          0.890          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              17             0.795          0.842          0.854          0.901          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              23             0.810          0.857          0.818          0.899          Oct30-07:42:38
2              2              1000           20             0              0              SAGE           2              89             0.837          0.846          0.877          0.939          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              42             0.739          0.838          0.837          0.875          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              6              0.914          0.970          0.892          0.938          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              81             0.706          0.681          0.795          0.862          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              99             0.897          0.909          0.789          0.825          Oct30-07:42:38
2              2              1000           20             0              0              SAGE           2              68             0.769          0.803          0.868          0.884          Oct30-07:42:38
2              2              1000           20             0              0              SAGE           2              27             0.883          0.909          0.907          0.944          Oct30-07:42:38
2              2              1000           20             0              0              SAGE           2              18             0.833          0.897          0.792          0.799          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              17             0.854          0.854          0.841          0.911          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              89             0.782          0.788          0.791          0.818          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              81             0.782          0.788          0.841          0.868          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              6              0.824          0.827          0.765          0.790          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              99             0.720          0.755          0.864          0.902          Oct30-07:42:38
2              2              1000           20             0              0              SAGE           2              23             0.805          0.840          0.833          0.855          Oct30-07:42:38
2              2              1000           20             0              0              SAGE           2              42             0.784          0.866          0.819          0.842          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              68             0.763          0.836          0.775          0.793          Oct30-07:42:38
2              2              1000           20             0              0              SAGE           2              89             0.778          0.831          0.950          0.989          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              27             0.849          0.937          0.883          0.899          Oct30-07:42:38
2              2              1000           20             0              0              SAGE           2              99             0.779          0.840          0.776          0.868          Oct30-07:42:38
2              2              1000           20             0              0              SAGE           2              23             0.699          0.743          0.900          0.939          Oct30-07:42:38
2              2              1000           20             0              0              SAGE           2              81             0.854          0.872          0.824          0.838          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              17             0.870          0.909          0.816          0.864          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              42             0.815          0.886          0.851          0.850          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              18             0.861          0.867          0.846          0.913          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              81             0.895          0.903          0.771          0.781          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              17             0.769          0.830          0.786          0.840          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              68             0.827          0.871          0.857          0.868          Oct30-07:42:38
2              2              1000           20             0              0              SAGE           2              42             0.831          0.868          0.813          0.910          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              89             0.810          0.860          0.857          0.906          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              18             0.780          0.814          0.857          0.871          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              81             0.759          0.801          0.829          0.843          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              6              0.875          0.946          0.835          0.859          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              23             0.821          0.920          0.851          0.887          Oct30-07:42:38
2              2              1000           20             0              0              SAGE           2              42             0.835          0.813          0.878          0.902          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              89             0.800          0.825          0.874          0.936          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              17             0.805          0.885          0.833          0.895          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              68             0.825          0.860          0.892          0.955          Oct30-07:42:38
2              2              1000           20             0              0              SAGE           2              99             0.789          0.877          0.831          0.738          Oct30-07:42:38
2              2              1000           20             0              0              SAGE           2              81             0.831          0.914          0.769          0.814          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              27             0.900          0.963          0.825          0.836          Oct30-07:42:38
2              2              1000           20             0              0              SAGE           2              18             0.769          0.892          0.771          0.832          Oct30-07:42:37
2              2              1000           20             0              0              SAGE           2              42             0.846          0.896          0.886          0.969          Oct30-07:42:37
